title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
"® Vulnerability in women primary caregivers of children in palliative care due to intimate partner violence in a pediatric hospital in Mexico - Cruz-González CI, Guadarrama-Orozco JH, Peláez-Ballestas I, El Din-Ismail-Paz EF, Castilla-Peón MF, Romero- Mendoza M, Romero-Guadarrama J. Bol. Med. Hosp. Infant. Mex. 2023; 80(6): 339-344. What measures are effective in trauma screening for young males in custody? A COSMIN systematic review","O'Rourke R, Marriott M, Trigg R",Trauma Violence Abuse,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,12,12,2025-09-06T21:14:25.127565
® Do sensor-based interventions differ from traditional physical therapies in improving older adults' balance?,"Mao Q, Yu L, Zhang J, Yang F, Wang H",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,13,13,2025-09-06T21:14:25.127565
® Older adults disproportionately hindered by touch screen interfaces in driving tasks,"Baringer K, Souders D, Mintz A",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,14,14,2025-09-06T21:14:25.127565
® The nomogram model and factors for the postoperative mortality of elderly patients with femoral neck fracture undergoing artificial hip arthroplasty: a single-institution 6-year experience,"Wang Z, Zhang L, Zeng X, Nie P, Wang M, Xiong Y, Xu Y",Orthop. Surg.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,15,15,2025-09-06T21:14:25.127565
® Associations between PTSD symptoms and other psychiatric symptoms among college students exposed to childhood sexual abuse: a network analysis,"Jin Y, Xu S, Wang Y, Li H, Wang X, Sun X, Wang Y",Eur. J. Psychotraumatol.,2022,https://www.safetylit.org/week/2024/240107.pdf,240107,16,16,2025-09-06T21:14:25.127565
® Children's bullying victimization and maternal suicidal ideation among multicultural families in South Korea: heterogeneity by family socioeconomic status,"Son H, Ahn E, Kim J",Soc. Sci. Med.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,17,17,2025-09-06T21:14:25.127565
® Examining the relationship between adversity and suicidality and self-harm in Irish adolescents from 2020 to 2022,"Silke C, Heary C, Bunting B, Devaney C, Groarke AM, Major E, Durcan M, O'Brien C, Brady B",J. Affect. Disord.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,18,18,2025-09-06T21:14:25.127565
® Influence of childhood abuse on academic achievement,Ghosh S,Int. J. Indian Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,19,19,2025-09-06T21:14:25.127565
"® Politics, jokes, and banter amid tragedy: the use of sarcasm and mocking on social media in response to the Uvalde school shooting","Bleakley P, Sailofsky D",J. Soc. Media Soc.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,20,20,2025-09-06T21:14:25.127565
® The patterns of active commuting to school change along the school-life in Spanish youth,"Gálvez-Fernández P, Chillón P, Timperio A, Herrador-Colmenero M",Int. J. Sustain. Transp.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,21,21,2025-09-06T21:14:25.127565
® An experimental laboratory-based minority stress paradigm for alcohol research among sexual minority women: a pilot study,"Fahey KML, Cservenka A, Peltier MR, Mereish E, Dermody SS",Alcohol (Hanover),2023,https://www.safetylit.org/week/2024/240107.pdf,240107,22,22,2025-09-06T21:14:25.127565
"® Longitudinal effects of electronic dating violence on depressive symptoms and delinquent behaviors across adolescence - Thulin EJ, Kusunoki Y, Kernsmith PD, Smith-Darden JP, Grogan-Kaylor A, Zimmerman M, Heinze JE. J. Interpers. Violence 2023; ePub(ePub): ePub. Lower extremity injury rates on artificial turf versus natural grass playing surfaces: letter to the editor","Oudmaijer M, Koolen O, van der Meij L, Kloprogge S, Gerger H",Am. J. Sports Med.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,25,25,2025-09-06T21:14:25.127565
® Perinatal homicide in the United States: a systematic literature review,"Jones BW, Quick-Graham L, Martin SL",Trauma Violence Abuse,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,26,26,2025-09-06T21:14:25.127565
"® Spiking versus speculation? Perceived prevalence, probability, and fear of drink and needle spiking - Bendau A, Michnevich T, Petzold MB, Piest A, Schmolke R, Jakobson D, Ahrend K, Reitz T, Roediger L, Betzler F. J. Drug Iss. 2023; ePub(ePub): ePub. The impact of weather conditions on everyday cycling with different bike types in parents of young children participating in the CARTOBIKE randomized controlled trial - Bjørnarå HB, Berntsen S, Te Velde SJ, Fyhri A, Isaksen K, Deforche B, Andersen LB, Stenling A, Bere E. Int. J. Sustain. Transp. 2023; 17(2): 128-135. The indirect effects of self-regulation on the association of social support with increased protective drinking behavior and decreased alcohol problems in a predominantly Hispanic college student sample","Sanchez-Garciaguirre A, Najera S, Portillo EM, Field CA",Alcohol (Hanover),2023,https://www.safetylit.org/week/2024/240107.pdf,240107,27,27,2025-09-06T21:14:25.127565
® Alcohol and Other Drugs A cross-sectional study of the prevalence and determinants of common mental health problems in primary care in Switzerland,"Messer J, Tzartzas K, Marion-Veyron R, Cohidon C",Int. J. Public Health,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,28,28,2025-09-06T21:14:25.127565
® Correction: CannibiSenS: an on-demand rapid screen for THC in human saliva,"Churcher NKM, Dhamu VN, Prasad S",Analyst,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,29,29,2025-09-06T21:14:25.127565
"® Living arrangements predict frequent alcohol consumption among university students: a retrospective cohort study - Matsumura Y, Yamamoto R, Shinzawa M, Otsuki N, Mizui M, Matsui I, Sakaguchi Y, Nishida M, Nakanishi K, Ide S, Ishibashi C, Kudo T, Yamauchi-Takihara K, Nagatomo I, Moriyama T. Am. J. Health Promot. 2023; ePub(ePub): ePub. Measuring exposure to the hazardous drinking of others and perceived opportunity to intervene as a bystander - Barnett NP, Haikalis M, Meisel MK, Merrill JE, Jones RN, Rosen RK, Carey KB, Orchowski LM, Bradley K. J. Stud. Alcohol Drugs 2023; ePub(ePub): ePub. New synthetic cannabinoids and the potential for cardiac arrhythmia risk","Hancox JC, Copeland CS, Harmer SC, Henderson G",J. Mol. Cell. Cardiol. Plus,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,30,30,2025-09-06T21:14:25.127565
"® Relationships between alcohol and cannabis policies in U.S. states, 1999-2019","Naimi TS, Lira MC, Pessar SC, Smart R, Blanchette J, Pacula RL",J. Stud. Alcohol Drugs,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,31,31,2025-09-06T21:14:25.127565
"® Complexity, lethality, and the perverse imagination: modelling nonstate actors' means of attack",Del Pozo B,Stud. Conflict Terrorism,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,32,32,2025-09-06T21:14:25.127565
"® Wars, pandemics, mass shootings and human behavior: disasters across the globe [editorial]",Ursano RJ,Psychiatry,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,33,33,2025-09-06T21:14:25.127565
"® Understanding the importance of building social connections with(in) Surf Life Saving to enhance community resilience and encourage behaviour change [conference abstract #262] - Kelly S, Fox S, Matthews BL, Fien S, Daw S, Lawes JC<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Understanding the social and community support experiences of sexual and gender minority individuals in 12-Step programs - McGeough BL, Paceley M, Zemore SE, Lunn MR, Obedin-Maliver J, Lubensky ME, Flentje A. J. Gay Lesbian Soc. Serv. 2023; 35(4): 398-419. Disaster Preparedness A mass event of paraquat poisoning via inhalation - Shi M, Zeng M, Jian T, Yu G, Genjiafu A, Zhang X, Guo L, Shang R, Zhou Z, Zhang T, Jian X, Kan B. Front. Public Health 2023; 11: e1309708. A retrospective of deaths related to migration along the southeastern-most land borders of Europe: an update encompassing the years 2015-2022","Mavroudas SR, Pavlidis P, Karakasi MV",Disasters,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,34,34,2025-09-06T21:14:25.127565
® Basic research and clinical innovative treatment in patients with sudden mass phosgene poisoning,"Yue M, Shen J",Zhonghua Wei Zhong Bing Ji Jiu Yi Xue,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,35,35,2025-09-06T21:14:25.127565
"® GIS-based landslide susceptibility mapping using logistic regression, random forest and decision and regression tree models in Chattogram District, Bangladesh","Chowdhury MS, Rahaman MN, Sheikh MS, Sayeid MA, Mahmud KH, Hafsa B",Heliyon,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,36,36,2025-09-06T21:14:25.127565
"® Status of the current domestic regulatory base for ensuring radiation safety and anti-radiation protection of military personnel during the period of martial status - Ruschak LV, Ivanko OM, Potapchuk VA, Ruschak DO, Bazyka DA, Sushko VO, Chumak AA. Probl. Radiac. Med. Radiobiol. 2023; 28: 93-109. The supportive role of non-governmental organisations in sustainable emergency management: the case of Poland",Marciniak D,Int. J. Emerg. Manage.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,37,37,2025-09-06T21:14:25.127565
"® A systematic review of challenging scenarios involving automated vehicles and vulnerable road users - Deshmukh A, Wang Z, Guo H, Ammar D, Sherony R, Feng F, Lin B, Bao S, Zhou F. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 678-685. Acute smartphone use impairs vigilance and inhibition capacities","Jacquet T, Lepers R, Pageaux B, Poulin-Charronnat B",Sci. Rep.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,38,38,2025-09-06T21:14:25.127565
"® Depression and comorbid obstructive sleep apnea: association between positive airway pressure adherence, occurrence of self-harm events, healthcare resource utilization, and costs","Wickwire EM, Cole KV, Dexter RB, Malhotra A, Cistulli PA, Sterling KL, Pepin JL",J. Affect. Disord.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,39,39,2025-09-06T21:14:25.127565
® Effects of NDRT interface display and control modalities on motion sickness during autonomous driving,"Kim S, Hwang K, Kwak Y, Park W",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,40,40,2025-09-06T21:14:25.127565
® Lower executive function ability may lead to higher perceived mental workload in driving scenarios,"Jiang H, Mizobuchi S, Chignell M",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,41,41,2025-09-06T21:14:25.127565
"® See you on the other side: a crosswalk navigation system with multimodal alert system for distracted and visually impaired crosswalk users - Werner A, Islam MS, Nachiappan A, Bafna T, Movassagh M, Jeon M. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 1894-1899. Sharing vehicle situation awareness reduces driver-initiated overrides in urban environments - Lee J, Rheem H, Lee JD, Szczerba JF, Rajavenkatanarayanan A, Mathieu R. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 1178-1183. Step length is a more reliable measurement than walking speed for pedestrian dead-reckoning","Elyasi F, Manduchi R",IEEE eXplor,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,42,42,2025-09-06T21:14:25.127565
"® Towards directive driving automation: nudging driver's away from overriding using social norms - Lee J, Kim B, Rheem H, Kamaraj AV, Kim S, Domeyer JE, Lee JD, Toyoda H. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 1184-1190. Trust in automated vehicles under normal and drowsy driving conditions","Morris NL, Craig CM, Schwieters KR",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,43,43,2025-09-06T21:14:25.127565
® Where to gaze during take-over: eye gaze strategy analysis of different situation awareness and hazard perception levels,"Ding W, Murzello Y, Cao S, Samuel S",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,44,44,2025-09-06T21:14:25.127565
"® Analysis of the United Kingdom national-scale rip current forecast after 10 years of operation [conference abstract #224] - Stokes C, Scott T, Masselink G, Saulter A, Prodger S<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Assessment of Nepali media reports exploring areas of action for drowning prevention in Nepal [conference abstract #275] - Pant PR, Sedain B<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Automated help-signal detection using AI [conference abstract #248] - Toguchi H, Ishikawa T, Shimada R, Kawachi M, Komiine T<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Awareness of drowning and high-risk behaviors in rural left behind and non-left behind children in Shufu county, Kashgar, Xinjiang Uygur Autonomous Region, in 2021","Man J, Munirekiz M, Hang D, Yuzhong W, Xianfeng C, Zhoubin Z",Disease Surveil.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,45,45,2025-09-06T21:14:25.127565
"® Development of a multicentre collaborative Utstein-style drowning database [conference abstract #278] - Johnson MB, Roberts K, Thom O, Piper K, Lawson KA, Franklin R<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Differences in volume, density, electrolyte concentration, and total proteins in the fluid of the paranasal sinuses of freshwater and saltwater drowning victims: a systematic review and meta-analysis - Vieira MGDM, da Trindade RQ, Vieira RB, Vicentin-Junior CA, Damascena NP, Silva MC, Araujo APD, Santiago BM, Martins-Filho PR, Machado CEP. Forensic Sci. Med. Pathol. 2023; ePub(ePub): ePub. Driver decisions based on flood warning information","Garcia KR, Chen J",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,46,46,2025-09-06T21:14:25.127565
® How ocean beach recreational quality fits with safety issues? An analysis of risky behaviours in France,"Dehez J, Lyser S",Risk Outdoor Recreat. Nat. Based Tour.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,47,47,2025-09-06T21:14:25.127565
"® Measuring beach replenishment's effects on aquatic spinal injuries: an analysis of six rounds of replenishment at a high volume coastal resort [conference abstract #226] - Falcon J<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Mitigating shark hazards to humans within an inshore coastal environment involving aquatic recreation and leisure activity: an essential layered approach [conference abstract #260] - Holtom K, Peck C, Burke M<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Operation and verification of rip current detection system using AI [conference abstract #249] - Ishikawa T, Kawachi M, Shimada R, Komine T<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Outside the flags - understanding mortality, behaviours and perceptions of Australian beachgoers at unpatrolled locations [conference abstract #236] - Kelly S, Lawes JC, Daw S<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Preventing 'everyday emergencies': data-driven decision-making to reduce the risk of drowning and injury on the New South Wales coastline [conference abstract #259] - Mulcahy NI, Twine C, Lowe M<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Proposal of image processing for easy recognition of rip current [conference abstract #247] - Shimada R, Ishikawa T, Komine T<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Public health and health system's responsiveness during the 2022 floods in Pakistan: what needs to be done?","Abdullah MA, Shaikh BT, Sikander A, Sarwar B",Disaster Med. Public Health Prep.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,48,48,2025-09-06T21:14:25.127565
"® Twenty years of collecting drowning data in Australia: a tool for research, advocacy and policy [conference abstract #266] - Miller L, Willcox-Pidgeon SM, Scarr JP<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Understanding the burden and circumstances of fatal drowning in Ghana: Results from a nationally representative study [conference abstract #272] - Clemens T, Otupiri E, Fernandez D, Nakua E, Ballesteros MF, Lee R, Donkor P<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Understanding the importance of building social connections with(in) Surf Life Saving to enhance community resilience and encourage behaviour change [conference abstract #262] - Kelly S, Fox S, Matthews BL, Fien S, Daw S, Lawes JC<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Using machine learning to predict drownings in surf beaches of southwest France [conference abstract #251] - Carayon D, Castelle B, Tellier, Simonnet B, Dehez J<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Vulnerability of the rip current phenomenon in marine environments using machine learning models","Najafzadeh M, Basirian S, Li Z",Results in Engineering,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,51,49,2025-09-06T21:14:25.127565
"® A protocol for the safe recruitment of Indigenous and Black women experiencing intimate partner violence during the COVID-19 pandemic into a large mixed methods study: the Sisters by Choice Study - Mkandawire-Valhmu L, Callari-Robinson J, Schadewald D, Abusbaitan H, Pirsch A, Luebke J, Marquardt L, Schubert E, Kibicho J, Lopez A, Gondwe K, Rice E, Bement K, Morgan MK, McClain R, Kako P, Raghe F, Hunter CF, Ayad C, Dressel A. Glob. Public Health 2024; 19(1): e2290122. A review with updated perspectives on in vitro and in vivo wound healing models","Sarian MN, Zulkefli N, Che Zain MS, Maniam S, Fakurazi S",Turk. J. Biol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,52,50,2025-09-06T21:14:25.127565
"® Analysis of submersion accidents at a level II hospital and literature review - Capela JB, Reis M, Almeida I, Gaspar L, Scortenschi E, Soares M, Ramalho A, Santos V, Calado C, Alfaro M, Rosa J. Pediatr. Oncall. 2023; 21(3). Anxiety and watching the war in Ukraine","Greenglass E, Begic P, Buchwald P, Karkkola P, Hintsa T",Int. J. Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,53,51,2025-09-06T21:14:25.127565
® Character strengths as moderators of the relationship between adverse childhood experiences and negative health outcomes,"Wallace N, Parente A, McGrath RE",Int. J. Appl. Posit. Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,54,52,2025-09-06T21:14:25.127565
"® Demographics, radiological findings, and predictors of prolonged hospitalization in civilian gunshot wound patients","Aghili SH, Zardoui A, Farhang Ranjbar M, Baratloo A",Bull. Emerg. Trauma,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,55,53,2025-09-06T21:14:25.127565
® Effectiveness of non-pharmacological therapy on physical symptoms in patients with persistent concussion symptoms: a systematic review,"Moser N, Gagoum S, Popovic MR, Kalsi-Ryan S",J. Neurotrauma,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,56,54,2025-09-06T21:14:25.127565
® Factors influencing injury severity in road traffic collisions: a comprehensive analysis from Libya,"Mahashhash BOM, Md","Yusoff NI, Yazid MRM, Mubaraki MA, Rosyidi SAP. Int. J. Transp. Devel. Integr.",2023,https://www.safetylit.org/week/2024/240107.pdf,240107,57,55,2025-09-06T21:14:25.127565
"® Is adherence to dialectic behaviour therapy for post-traumatic stress disorder (PTSD) and cognitive processing therapy related to treatment outcome in PTSD after childhood abuse? - Steil R, Weiss J, Müller-Engelmann M, Dittmann C, Priebe K, Kleindienst N, Fydrich T, Stangier U. Eur. J. Psychotraumatol. 2023; 14(2): e2260293. Is lifetime traumatic brain injury a risk factor for mild cognitive impairment in veterans compared to non-veterans? - Akhanemhe R, Stevelink SAM, Corbett A, Ballard C, Brooker H, Creese B, Aarsland D, Hampshire A, Greenberg N. Eur. J. Psychotraumatol. 2024; 15(1): e2291965. Leadership, boundary spanners and team learning in crisis management","Hedlund E, Lönngren C",Int. J. Emerg. Manage.,2022,https://www.safetylit.org/week/2024/240107.pdf,240107,58,56,2025-09-06T21:14:25.127565
® Occupational therapy and public safety personnel: return to work practices and experiences,"Edgelow M, Petrović A, Gaherty C, Fecica A",Can. J. Occup. Ther.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,59,57,2025-09-06T21:14:25.127565
® Prehospital management of penetrating neck injuries: an evaluation of practice,"Tucker H, Griggs JE, Gavrilovski M, Rahman S, Simpson C, Lyon RM, Hudson A",Air Med. J.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,60,58,2025-09-06T21:14:25.127565
® Reducing violence and aggression: a quality improvement project for safety on an acute mental health ward,"Kernaghan K, Hurst K",BMJ Open Qual.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,61,59,2025-09-06T21:14:25.127565
® Taking a breather from pulmonary aspiration and a multidrug ingestion,"Carmona CAJ, Miller Ferguson N",Clin. Pediatr.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,62,60,2025-09-06T21:14:25.127565
"® The stress-buffering role of friendships in young people with childhood threat experiences: a preliminary report - König M, Berhe O, Ioannidis K, Orellana S, Davidson E, Kaser M, RAISE Consortium, Moreno-López L, van Harmelen AL. Eur. J. Psychotraumatol. 2023; 14(2): e2281971. The will-to-live among adult workers","Neto J, Neto F",Int. J. Appl. Posit. Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,63,61,2025-09-06T21:14:25.127565
"® Validation of the Ankle Ligament Reconstruction-Return to Sports after Injury (ALR-RSI) Score as a tool to assess psychological readiness to return to sport in an active population after ankle fracture surgery: a cross-sectional study - Saliba I, Cannell S, Valentin E, Dagher T, Bauer T, Anract P, Feruglio S, Vialle R, Moussellard HP, Hardy A. J. Foot Ankle Surg. 2023; ePub(ePub): ePub. Victims of armed conflict in India: psychosocial impact and available support","Sharma V, Sharma V, Arora H, Singh W, Gulati N, Sharma R",Eur. J. Psychotraumatol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,64,62,2025-09-06T21:14:25.127565
"® Environmental controls on summer surf zone hazards, beach crowds, and resulting life risk at a high-energy sandy beach in southwest France [conference abstract #225] - Castelle B, Dehez J, Savy JP, Marieu V, Lyser S, Bujan S<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, The epidemiology of maritime patients requiring medical evacuation: a literature review","Dillard JS, Maynard W, Kashyap R",Cureus,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,65,63,2025-09-06T21:14:25.127565
"® A view from above: using high-resolution aerial imagery to quantify the exposure to drowning and injury on the New South Wales coastline [conference abstract #242] - Mulcahy N, Twine C, Lowe M, Rogers C, Howard M, Tonks L, Gould M, Brewer S, Roso L<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, An experimental evaluation of a satellite data decision support system for flood mitigation efforts in Indonesia","Lombardo S, Stirling L, Arquilla K, Israel S",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,66,64,2025-09-06T21:14:25.127565
"® Assessing the potential of cycling growth in Toronto, Canada","Tabascio A, Tiznado-Aitken I, Harris D, Farber S",Int. J. Sustain. Transp.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,67,65,2025-09-06T21:14:25.127565
"® Consumer knowledge of and confusion with driving automation: trends, challenges and implications","Lee C, Gershon P, Mehler B, Reimer B, Coughlin JF",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,68,66,2025-09-06T21:14:25.127565
® Drivers' trust & reliance on automated braking at intersections: effects of automation braking profile & in-vehicle displays,"Kanaan D, Laurent L, Donmez B",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,69,67,2025-09-06T21:14:25.127565
